Word  actual_tag  prediction
was  O  O
built  O  O
on  O  O
top  O  O
of  O  O
a  O  O
rubble  B-MAT  O
footing  B-CON  O
(  O  O
528  O  O
)  O  O
,  O  O
which  O  O
comprised  O  O
dark  O  O
grey  O  O
silty  O  O
loam  O  O
layer  O  O
containing  O  O
frequent  O  O
lumps  O  O
of  O  O
granite  B-CON  O
.  O  O

This  O  O
type  O  O
of  O  O
footing  B-CON  O
was  O  O
observed  O  O
by  O  O
Wacher  O  O
under  O  O
the  O  O
walls  O  B-CON
of  O  O
the  O  O
Macellum  O  O
and  O  O
further  O  O
indicates  O  O
a  O  O
Roman  B-PER  B-PER
origin  O  O
.  O  O

The  O  O
width  O  O
of  O  O
the  O  O
wall  B-CON  B-CON
suggests  O  O
that  O  O
the  O  O
building  O  O
was  O  O
on  O  O
a  O  O
smaller  O  O
scale  O  O
than  O  O
the  O  O
Macellum  O  O
structure  O  O
;  O  O
however  O  O
,  O  O
there  O  O
is  O  O
also  O  O
a  O  O
possibility  O  O
that  O  O
it  O  O
might  O  O
pertain  O  O
to  O  O
an  O  O
internal  O  O
wall  O  O
.  O  O

A  O  O
deposit  O  O
of  O  O
dark-greyish-brown  O  O
silty  O  O
clay  O  O
containing  O  O
occasional  O  O
small  B-ART  O
rounded  I-ART  O
pebbles  I-ART  O
accumulated  O  O
against  O  O
the  O  O
wall  O  O
at  O  O
a  O  O
later  O  O
date  O  O
as  O  O
shown  O  O
in  O  O
the  O  O
section  O  O
.  O  O

A  O  O
wall  B-CON  B-CON
which  O  O
may  O  O
relate  O  O
to  O  O
(  O  O
525  O  O
)  O  O
appears  O  O
further  O  O
towards  O  O
the  O  O
north  O  O
end  O  O
of  O  O
the  O  O
section  O  O
.  O  O

It  O  O
was  O  O
greatly  O  O
truncated  O  O
and  O  O
comprised  O  O
sub-angular  O  O
lumps  O  O
of  O  O
granite  B-MAT  O
rubble  B-CON  O
bonded  O  O
with  O  O
yellow  O  O
brown  O  O
sandy  B-MAT  O
lime  B-ART  O
mortar  I-ART  O
(  O  O
548  O  O
)  O  O
.  O  O

The  O  O
remains  O  O
of  O  O
an  O  O
associated  O  O
floor  O  B-CON
fragment  O  O
(  O  O
c  O  O
)  O  O
ULAS  O  O
Report  O  O
No  O  O
.  O  O

The  O  O
depth  O  O
of  O  O
these  O  O
remains  O  O
,  O  O
together  O  O
with  O  O
their  O  O
position  O  O
within  O  O
the  O  O
Macellum  O  O
would  O  O
suggest  O  O
that  O  O
they  O  O
relate  O  O
to  O  O
earlier  O  B-PER
Roman  B-PER  I-PER
building  O  O
activity  O  O
.  O  O

Townhouse  O  O
Demolition  O  O
layers  O  O
and  O  O
Levelling  O  O
-  O  O
mid  B-PER  B-PER
2nd  I-PER  I-PER
century  I-PER  I-PER
AD  I-PER  I-PER
Section  O  O
J2  O  O
(  O  O
figure  O  O
11  O  O
)  O  O
shows  O  O
a  O  O
series  O  O
of  O  O
pits  B-CON  B-CON
and  O  O
dump  B-CON  O
layers  I-CON  O
which  O  O
can  O  O
also  O  O
be  O  O
seen  O  O
in  O  O
figure  O  O
9  O  O
.  O  O

The  O  O
top  O  O
of  O  O
the  O  O
section  O  O
lay  O  O
at  O  O
61.14m  O  O
OD  O  O
to  O  O
the  O  O
north  O  O
and  O  O
60.60m  O  O
OD  O  O
to  O  O
the  O  O
south  O  O
.  O  O

These  O  O
deposits  O  O
appeared  O  O
to  O  O
underlie  O  O
the  O  O
surfaces  O  O
and  O  O
floor  O  O
make-up  O  O
layers  O  O
,  O  O
which  O  O
were  O  O
thought  O  O
to  O  O
relate  O  O
to  O  O
the  O  O
3rd-century  B-PER  O
Macellum  O  O
complex  O  O
.  O  O

It  O  O
was  O  O
thought  O  O
likely  O  O
that  O  O
the  O  O
deposits  O  O
may  O  O
relate  O  O
to  O  O
the  O  O
demolition  O  O
and  O  O
levelling  O  O
of  O  O
the  O  O
2nd-century  B-PER  B-PER
townhouse  O  O
,  O  O
as  O  O
they  O  O
are  O  O
in  O  O
the  O  O
correct  O  O
location  O  O
(  O  O
figure  O  O
9  O  O
)  O  O
and  O  O
contain  O  O
a  O  O
great  O  O
deal  O  O
of  O  O
earlier  O  O
building  B-ART  B-ART
materials  I-ART  I-ART
.  O  O

Layer  O  O
491  O  O
appeared  O  O
to  O  O
be  O  O
a  O  O
make-up  O  O
or  O  O
levelling  O  O
layer  O  O
,  O  O
consisting  O  O
of  O  O
mid-greyish  O  O
brown  O  O
clayey  O  O
silt  O  O
.  O  O

It  O  O
also  O  O
contained  O  O
large  B-ART  O
stone  I-ART  B-ART
,  I-ART  O
slate  I-ART  B-ART
and  I-ART  O
mortar  I-ART  B-ART
fragments  I-ART  O
suggesting  O  O
earlier  O  O
demolition  O  O
or  O  O
wall  O  B-CON
-collapse  O  I-CON
,  O  O
which  O  O
was  O  O
incorporated  O  O
into  O  O
the  O  O
levelling  O  O
up  O  O
layer  O  O
.  O  O

A  O  O
similar  O  O
layer  O  O
(  O  O
490  O  O
)  O  O
was  O  O
seen  O  O
in  O  O
plan  O  O
to  O  O
the  O  O
west  O  O
of  O  O
this  O  O
context  O  O
and  O  O
comprised  O  O
mid-greyish  O  O
brown  O  O
,  O  O
clayey-sandy  O  O
silt  O  O
,  O  O
containing  O  O
occasional  O  O
small  O  O
rounded  O  O
pebbles  O  O
,  O  O
charcoal  O  B-ART
flecks  O  B-ART
and  O  I-ART
painted  O  I-ART
wall  O  I-ART
plaster  O  I-ART
.  O  O

A  O  O
sherd  B-ART  B-ART
of  I-ART  O
pottery  I-ART  B-ART
dating  O  O
from  O  O
the  O  O
late  B-PER  B-PER
1st  I-PER  I-PER
to  I-PER  I-PER
the  I-PER  I-PER
early  I-PER  I-PER
2nd-century  I-PER  I-PER
AD  I-PER  I-PER
was  O  O
recovered  O  O
from  O  O
this  O  O
context  O  O
,  O  O
confirming  O  O
a  O  O
pre-  O  O
Macellum  O  O
date  O  O
for  O  O
the  O  O
layer  O  O
.  O  O

A  O  O
pit  B-CON  B-CON
or  O  O
part-  B-CON  O
robber  I-CON  O
trench  I-CON  O
appeared  O  O
to  O  O
cut  O  O
through  O  O
the  O  O
levelling  O  O
layer  O  O
(  O  O
491  O  O
)  O  O
;  O  O
however  O  O
it  O  O
is  O  O
possible  O  O
that  O  O
this  O  O
deposit  O  O
could  O  O
represent  O  O
the  O  O
levelled  O  O
structural  O  O
remains  O  O
of  O  O
the  O  O
2nd-century  B-PER  B-PER
townhouse  O  O
in  O  O
situ  O  O
.  O  O

A  O  O
series  O  O
of  O  O
deposits  O  O
were  O  O
contained  O  O
within  O  O
cut  O  O
(  O  O
826  O  O
)  O  O
,  O  O
with  O  O
the  O  O
uppermost  O  O
fill  O  O
consisting  O  O
of  O  O
mid-yellowish  O  O
brown  O  O
clayey-silty  O  O
sand  O  O
containing  O  O
moderate  O  O
granite  B-MAT  O
chunks  B-ART  O
,  O  O
sandy-lime  B-MAT  O
mortar  B-ART  O
,  O  O
tile  B-ART  B-ART
fragments  I-ART  O
and  O  O
small  B-ART  O
medium  I-ART  O
and  I-ART  O
large  I-ART  O
rounded  I-ART  O
pebbles  I-ART  O
(  O  O
492  O  O
)  O  O
.  O  O

Below  O  O
this  O  O
was  O  O
a  O  O
deposit  O  O
of  O  O
Opus  B-ART  B-MAT
Signinum  I-ART  I-MAT
(  O  O
516  O  O
)  O  O
,  O  O
compact  O  O
sandy  O  O
medium  O  O
gravel  O  O
(  O  O
482  O  O
)  O  O
,  O  O
loose  O  O
mid-yellowish  O  O
brown  O  O
fine  O  O
gravel  O  O
sand  O  O
(  O  O
483  O  O
)  O  O
and  O  O
mixed  O  O
pink  O  O
silty  O  O
clay  O  O
,  O  O
with  O  O
mid-green-silty  O  O
sand  O  O
lenses  O  O
containing  O  O
occasional  O  O
charcoal  B-ART  B-ART
flecks  I-ART  B-ART
(  O  O
484  O  O
)  O  O
.  O  O

The  O  O
floor  O  O
of  O  O
the  O  O
Macellum  O  O
appeared  O  O
to  O  O
slump  O  O
into  O  O
the  O  O
top  O  O
of  O  O
this  O  O
cut  O  O
feature  O  O
.  O  O

Another  O  O
levelling  O  O
layer  O  O
(  O  O
485  O  O
)  O  O
lay  O  O
to  O  O
the  O  O
south  O  O
of  O  O
(  O  O
826  O  O
)  O  O
and  O  O
consisted  O  O
of  O  O
mid-brownishorange  O  O
sandy-clayey  O  O
silt  O  O
containing  O  O
frequent  O  O
charcoal  B-ART  B-ART
flecks  I-ART  O
,  O  O
moderate  O  O
chunks  O  O
of  O  O
sandy  B-MAT  O
lime  I-MAT  O
mortar  B-ART  O
and  O  O
granite  B-MAT  O
chunks  B-ART  O
,  O  O
charcoal  B-ART  B-ART
fragments  I-ART  O
and  O  O
fine  B-ART  B-ART
coarse  I-ART  I-ART
pebbles  I-ART  I-ART
.  O  O

This  O  O
layer  O  O
was  O  O
situated  O  O
directly  O  O
below  O  O
the  O  O
Macellum  O  O
floor  O  O
.  O  O

Next  O  O
to  O  O
this  O  O
layer  O  O
was  O  O
a  O  O
series  O  O
of  O  O
pits  O  B-CON
or  O  O
dumps  O  O
.  O  O

A  O  O
pit  O  B-CON
containing  O  O
mid-greyish  O  O
brown  O  O
,  O  O
clayey-sandy  O  O
silt  O  O
with  O  O
occasional  O  O
slate  B-ART  B-ART
fragments  I-ART  O
,  O  O
moderate  O  O
charcoal  B-ART  B-ART
flecks  I-ART  O
,  O  O
mortar  B-ART  B-ART
fragments  I-ART  O
and  O  O
burnt  B-ART  B-ART
clay  I-ART  I-ART
(  O  O
508  O  O
)  O  O
lay  O  O
directly  O  O
below  O  O
the  O  O
Macellum  O  O
floor  O  O
.  O  O

Immediately  O  O
to  O  O
the  O  O
south  O  O
of  O  O
this  O  O
was  O  O
another  O  O
pit  B-CON  B-CON
layer  I-CON  I-CON
(  O  O
518  O  O
)  O  O
,  O  O
similar  O  O
in  O  O
nature  O  O
to  O  O
(  O  O
508  O  O
)  O  O
,  O  O
but  O  O
with  O  O
granite  B-MAT  O
fragments  O  O
included  O  O
.  O  O

Between  O  O
the  O  O
pit  B-CON  B-CON
cuts  I-CON  I-CON
or  O  O
dumps  B-CON  O
,  O  O
survived  O  O
an  O  O
earlier  O  O
layer  O  O
(  O  O
512  O  O
)  O  O
which  O  O
contained  O  O
mid  O  O
brown  O  O
sandy  O  O
clay  O  O
silt  O  O
and  O  O
painted  B-ART  O
wall  I-ART  B-CON
plaster  I-ART  I-CON
fragments  I-ART  I-CON
.  O  O

A  O  O
final  O  O
pit  B-CON  B-CON
[  O  O
519  O  O
]  O  O
was  O  O
seen  O  O
in  O  O
section  O  O
J2  O  O
,  O  O
with  O  O
an  O  O
uppermost  O  O
fill  O  O
of  O  O
mid-yellowish  O  O
brown  O  O
sandy  O  O
clay  O  O
,  O  O
with  O  O
moderate  O  O
charcoal  B-ART  B-ART
and  I-ART  O
mortar  I-ART  B-ART
flecks  I-ART  O
,  O  O
small  B-ART  O
rounded  I-ART  O
pebbles  I-ART  O
and  O  O
occasional  O  O
tile  B-ART  B-ART
fragments  I-ART  O
.  O  O

Below  O  O
this  O  O
was  O  O
a  O  O
layer  O  O
of  O  O
light-greenish  O  O
grey  O  O
silt  O  O
,  O  O
containing  O  O
a  O  O
sherd  B-ART  B-ART
of  I-ART  O
pottery  I-ART  B-ART
dating  O  O
to  O  O
the  O  O
late  B-PER  B-PER
1st  I-PER  I-PER
century  I-PER  I-PER
to  I-PER  I-PER
AD  I-PER  I-PER
110  I-PER  I-PER
.  O  O

Below  O  O
this  O  O
layer  O  O
was  O  O
a  O  O
layer  O  O
of  O  O
mid-greyish  O  O
green  O  O
clayey  O  O
silt  O  O
containing  O  O
occasional  O  O
charcoal  B-ART  B-ART
and  I-ART  O
mortar  I-ART  B-ART
flecks  I-ART  O
(  O  O
511  O  O
)  O  O
and  O  O
dark  O  O
brown  O  O
clayey-sandy  O  O
silt  O  O
(  O  O
513  O  O
)  O  O
.  O  O

This  O  O
pit  B-CON  B-CON
was  O  O
cut  O  O
through  O  O
(  O  O
c  O  O
)  O  O
ULAS  O  O
Report  O  O
No  O  O
.  O  O

4.4.6  O  O
The  O  O
first  O  O
floor  O  O
of  O  O
the  O  O
south-west  O  O
end  O  O
is  O  O
divided  O  O
into  O  O
seven  O  O
rooms  O  B-CON
(  O  O
F2-8  O  O
)  O  O
by  O  O
modern  O  B-PER
partition  O  O
walls  O  O
forming  O  O
a  O  O
flat  O  O
(  O  O
Fig  O  O
10  O  O
)  O  O
.  O  O

All  O  O
of  O  O
the  O  O
rooms  O  B-CON
are  O  O
finished  O  O
with  O  O
plaster  O  B-ART
and  O  O
wallpaper  O  O
and  O  O
have  O  O
carpets  O  B-ART
or  O  O
vinyl  O  O
flooring  O  O
.  O  O

Room  O  B-CON
F2  O  O
is  O  O
the  O  O
living  O  O
room  O  O
,  O  O
and  O  O
has  O  O
a  O  O
modern  O  B-PER
gas  O  B-ART
fire  O  I-ART
with  O  O
an  O  O
antique-effect  O  O
iron  O  O
surround  O  O
in  O  O
the  O  O
north-east  O  O
elevation  O  O
(  O  O
Plate  O  O
23  O  O
)  O  O
.  O  O

The  O  O
flat  O  O
plasterboard  O  O
ceiling  O  O
is  O  O
supported  O  O
by  O  O
two  O  O
beams  O  O
,  O  O
one  O  O
of  O  O
which  O  O
is  O  O
in  O  O
situ  O  O
and  O  O
the  O  O
other  O  O
a  O  O
later  O  O
insertion  O  O
,  O  O
although  O  O
it  O  O
is  O  O
evidently  O  O
a  O  O
re-used  O  O
timber  O  O
of  O  O
similar  O  O
type  O  O
.  O  O

The  O  O
in  O  O
situ  O  O
beam  O  O
is  O  O
bolted  O  O
at  O  O
the  O  O
south-east  O  O
end  O  O
to  O  O
a  O  O
timber  O  O
above  O  O
and  O  O
the  O  O
inserted  O  O
beam  O  O
also  O  O
has  O  O
bolt  O  O
holes  O  O
,  O  O
presumably  O  O
fixing  O  O
it  O  O
to  O  O
the  O  O
ceiling  O  O
.  O  O

Both  O  O
also  O  O
have  O  O
a  O  O
number  O  O
of  O  O
Baltic  O  O
timber  O  B-ART
marks  O  I-ART
(  O  O
Plates  O  O
24  O  O
and  O  O
25  O  O
)  O  O
,  O  O
appear  O  O
to  O  O
have  O  O
been  O  O
distressed  O  O
,  O  O
and  O  O
been  O  O
given  O  O
a  O  O
`  O  O
rustic  O  O
'  O  O
chamfer  O  O
.  O  O

Room  O  B-CON
F3  O  O
is  O  O
a  O  O
kitchen  O  B-CON
,  O  O
and  O  O
the  O  O
walls  O  B-CON
are  O  O
largely  O  O
covered  O  O
by  O  O
modern  O  B-PER
units  O  O
.  O  O

Like  O  O
Room  O  B-CON
F2  O  O
,  O  O
there  O  O
are  O  O
two  O  O
beams  O  O
supporting  O  O
the  O  O
ceiling  O  O
,  O  O
one  O  O
original  O  O
and  O  O
one  O  O
inserted  O  O
,  O  O
but  O  O
both  O  O
similar  O  O
timbers  O  O
.  O  O

There  O  O
is  O  O
a  O  O
step  O  O
up  O  O
into  O  O
Room  O  B-CON
F4  O  O
,  O  O
which  O  O
is  O  O
a  O  O
corridor  O  O
narrow  O  O
L-shaped  O  O
corridor  O  O
connecting  O  O
the  O  O
remaining  O  O
rooms  O  O
at  O  O
the  O  O
south-west  O  O
end  O  O
.  O  O

It  O  O
is  O  O
plain  O  O
,  O  O
although  O  O
there  O  O
is  O  O
a  O  O
boxed  O  O
beam  O  O
running  O  O
from  O  O
it  O  O
into  O  O
Room  O  B-CON
F6  O  O
.  O  O

Room  O  B-CON
F5  O  O
is  O  O
a  O  O
bathroom  O  O
,  O  O
and  O  O
is  O  O
finished  O  O
with  O  O
tiles  O  O
as  O  O
well  O  O
as  O  O
wallpaper  O  O
,  O  O
and  O  O
has  O  O
numerous  O  O
modern  O  B-PER
fittings  O  O
throughout  O  O
.  O  O

Room  O  B-CON
F6  O  O
is  O  O
a  O  O
bedroom  O  O
with  O  O
fitted  O  O
units  O  O
and  O  O
a  O  O
boxed  O  O
beam  O  O
orientated  O  O
south-east/north-west  O  O
.  O  O

Room  O  B-CON
F7  O  O
is  O  O
a  O  O
smaller  O  O
bedroom  O  O
,  O  O
with  O  O
a  O  O
walk-in  O  O
cupboar  O  O
d  O  O
in  O  O
the  O  O
north-east  O  O
corner  O  O
and  O  O
a  O  O
window  O  O
in  O  O
the  O  O
south-west  O  O
elevation  O  O
with  O  O
a  O  O
wide  O  O
timber  O  O
sill  O  O
.  O  O

Room  O  B-CON
F8  O  O
is  O  O
another  O  O
small  O  O
bedroom  O  O
with  O  O
fitted  O  O
units  O  O
,  O  O
which  O  O
also  O  O
has  O  O
a  O  O
window  O  O
in  O  O
the  O  O
south-west  O  O
elevation  O  O
with  O  O
a  O  O
wide  O  O
timber  B-MAT  O
sill  O  O
.  O  O

4.4.7  O  O
The  O  O
roof  O  O
space  O  O
above  O  O
the  O  O
first  O  O
floor  O  O
of  O  O
the  O  O
south-west  O  O
end  O  O
of  O  O
Building  O  B-CON
B  O  O
is  O  O
divided  O  O
into  O  O
two  O  O
parts  O  O
by  O  O
an  O  O
inserted  O  O
concrete  B-MAT  O
block  O  O
wall  O  B-CON
and  O  O
with  O  O
an  O  O
inserted  O  O
row  O  O
of  O  O
joists  O  O
supporting  O  O
the  O  O
ceiling  O  O
below  O  O
and  O  O
fibre  O  O
glass  B-MAT  B-MAT
insulation  O  O
.  O  O

The  O  O
lower  O  O
part  O  O
of  O  O
the  O  O
north-west  O  O
wall  O  B-CON
is  O  O
rendered  O  O
.  O  O

The  O  O
north-east  O  O
end  O  O
has  O  O
two  O  O
simple  O  O
trusses  O  O
comprising  O  O
overlapping  O  O
principal  O  O
rafters  O  O
(  O  O
Plate  O  O
26  O  O
)  O  O
,  O  O
each  O  O
held  O  O
by  O  O
a  O  O
single  O  O
peg  O  O
and  O  O
with  O  O
the  O  O
punched  O  O
carpenter  O  O
's  O  O
marks  O  O
`  O  O
I  O  O
'  O  O
and  O  O
`  O  O
II  O  O
'  O  O
from  O  O
north-east  O  O
to  O  O
south-west  O  O
(  O  O
Fig  O  O
12  O  O
)  O  O
.  O  O

The  O  O
scar  O  O
of  O  O
a  O  O
narrow  O  O
collar  O  O
that  O  O
was  O  O
nailed  O  O
to  O  O
the  O  O
principal  O  O
rafters  O  O
is  O  O
also  O  O
visible  O  O
.  O  O

There  O  O
is  O  O
a  O  O
single  O  O
purlin  O  O
per  O  O
pitch  O  B-ART
plus  O  O
a  O  O
ridge  O  B-CON
purlin  O  I-CON
and  O  O
attached  O  O
to  O  O
the  O  O
purlin  O  O
on  O  O
the  O  O
south-east  O  O
side  O  O
are  O  O
two  O  O
pieces  O  O
of  O  O
chamfered  O  O
timber  O  O
with  O  O
a  O  O
bolt  B-ART  O
running  O  O
between  O  O
them  O  O
,  O  O
which  O  O
presumably  O  O
acted  O  O
as  O  O
a  O  O
hoist  O  O
of  O  O
some  O  O
description  O  O
(  O  O
Plate  O  O
27  O  O
)  O  O
.  O  O

The  O  O
south-west  O  O
end  O  O
of  O  O
the  O  O
roof  O  O
space  O  O
is  O  O
essentially  O  O
the  O  O
same  O  O
.  O  O

On  O  O
the  O  O
north-east  O  O
side  O  O
there  O  O
are  O  O
two  O  O
adjacent  O  O
inserted  O  O
trusses  O  O
.  O  O

In  O  O
each  O  O
case  O  O
their  O  O
form  O  O
is  O  O
similar  O  O
to  O  O
the  O  O
original  O  O
trusses  O  O
,  O  O
but  O  O
the  O  O
principal  O  O
rafters  O  B-CON
are  O  O
bolted  O  O
together  O  O
and  O  O
the  O  O
purlin  O  O
s  O  O
butt  O  O
each  O  O
other  O  O
at  O  O
this  O  O
point  O  O
.  O  O

At  O  O
the  O  O
south-west  O  O
end  O  O
there  O  O
is  O  O
another  O  O
original  O  O
truss  O  O
with  O  O
the  O  O
punched  O  O
carpenter  O  O
's  O  O
mark  O  O
`  O  O
III  O  O
'  O  O
.  O  O

A  O  O
later  O  O
collar  O  O
has  O  O
also  O  O
been  O  O
bolted  O  O
across  O  O
it  O  O
and  O  O
the  O  O
north-western  O  O
principal  O  O
rafter  O  O
has  O  O
Baltic  B-LOC  O
timber  O  O
marks  O  O
on  O  O
its  O  O
south-west  O  O
face  O  O
(  O  O
Plate  O  O
28  O  O
)  O  O
.  O  O

All  O  O
of  O  O
the  O  O
original  O  O
timbers  B-ART  O
in  O  O
the  O  O
roof  O  O
space  O  O
are  O  O
saw-pit  O  O
cut  O  O
,  O  O
although  O  O
the  O  O
ridge  O  B-CON
purlins  O  I-CON
are  O  O
less  O  O
well  O  O
finished  O  O
.  O  O

The  O  O
south-west  O  O
wall  O  O
of  O  O
the  O  O
south-west  O  O
half  O  O
of  O  O
the  O  O
roof  O  O
space  O  O
is  O  O
whitewashed  O  O
.  O  O

4.4.3  O  O
Building  O  B-CON
D  O  O
:  O  O
this  O  O
comprises  O  O
a  O  O
single  O  O
room  O  B-CON
with  O  O
a  O  O
concrete  O  O
floor  O  O
(  O  O
Plate  O  O
29  O  O
;  O  O
Fig  O  O
17  O  O
)  O  O
.  O  O

The  O  O
north  O  O
elevation  O  O
has  O  O
three  O  O
ventilation  O  O
slots  O  O
beneath  O  O
the  O  O
gable  O  B-CON
and  O  O
traces  O  O
of  O  O
whitewash  O  O
.  O  O

There  O  O
are  O  O
iron  O  B-MAT
ties  O  O
along  O  O
the  O  O
roof  O  O
line  O  O
,  O  O
which  O  O
evidently  O  O
held  O  O
the  O  O
roof  O  B-CON
in  O  O
place  O  O
,  O  O
with  O  O
patches  O  O
of  O  O
concrete  B-ART  O
around  O  O
where  O  O
these  O  O
have  O  O
been  O  O
inserted  O  O
.  O  O

2  O  O
.  O  O

Structure  B-CON  O
3  O  O
contained  O  O
a  O  O
number  O  O
of  O  O
blocked  O  O
former  O  O
door  B-ART  O
and  O  O
window  B-ART  O
openings  O  O
.  O  O

Those  O  O
in  O  O
the  O  O
north-facing  O  O
elevation  O  O
towards  O  O
the  O  O
Post  O  O
Office  O  O
yard  O  O
had  O  O
been  O  O
blocked  O  O
with  O  O
chipboard  O  O
(  O  O
Figs  O  O
.  O  O

30  O  O
and  O  O
34  O  O
,  O  O
plate  O  O
21  O  O
where  O  O
a  O  O
window  B-ART  O
had  O  O
replaced  O  O
the  O  O
earlier  O  O
door  O  O
which  O  O
must  O  O
have  O  O
served  O  O
as  O  O
access  O  O
from  O  O
the  O  O
bridge  O  O
shown  O  O
in  O  O
Fig  O  O
.  O  O

7  O  O
.  O  O

No  O  O
sign  O  O
of  O  O
an  O  O
internal  O  O
staircase  B-CON  O
from  O  O
this  O  O
entrance  O  O
survived  O  O
)  O  O
.  O  O

The  O  O
function  O  O
of  O  O
the  O  O
projecting  O  O
timbers  B-ART  O
at  O  O
upper  B-CON  O
floor  I-CON  O
level  I-CON  O
(  O  O
Fig  O  O
.  O  O

34  O  O
,  O  O
pl  O  O
.  O  O

20  O  O
,  O  O
Fig  O  O
.  O  O

30  O  O
)  O  O
is  O  O
unknown  O  O
and  O  O
does  O  O
not  O  O
correspond  O  O
with  O  O
the  O  O
alignment  O  O
of  O  O
the  O  O
existing  O  O
modern  B-PER  O
floor  B-ART  O
joists  I-ART  O
.  O  O

The  O  O
upper  B-CON  O
floor  I-CON  O
in  O  O
the  O  O
north/south  O  O
range  O  O
did  O  O
not  O  O
extend  O  O
to  O  O
the  O  O
existing  O  O
eastern  O  O
gable  O  B-CON
and  O  O
the  O  O
presence  O  O
of  O  O
a  O  O
blocked  O  O
window  B-CON  O
straddling  O  O
the  O  O
ground  B-CON  O
floor/first  I-CON  O
floor  I-CON  B-CON
may  O  O
suggest  O  O
that  O  O
it  O  O
never  O  O
had  O  O
(  O  O
Fig.34  O  O
,  O  O
pl  O  O
.  O  O

3  O  O
)  O  O
.  O  O

The  O  O
floor  B-CON  B-CON
and  O  O
the  O  O
roof  B-CON  O
of  O  O
this  O  O
range  O  O
were  O  O
supported  O  O
on  O  O
old  O  O
,  O  O
crudely-finished  O  O
timbers  B-ART  O
,  O  O
but  O  O
the  O  O
rafters  B-ART  O
were  O  O
modern  B-PER  B-PER
,  O  O
as  O  O
was  O  O
the  O  O
staircase  B-CON  O
providing  O  O
access  O  O
to  O  O
the  O  O
upper  O  O
storey  O  O
and  O  O
the  O  O
guard  B-ART  B-ART
rails  I-ART  I-ART
at  O  O
its  O  O
eastern  O  O
extent  O  O
(  O  O
Fig  O  O
.  O  O

34  O  O
,  O  O
pls  O  O
.  O  O

3  O  O
and  O  O
22  O  O
)  O  O
.  O  O

Further  O  O
access  O  O
to  O  O
and  O  O
from  O  O
the  O  O
upper  O  O
storey  O  O
of  O  O
this  O  O
range  O  O
was  O  O
provided  O  O
by  O  O
an  O  O
opening  O  O
in  O  O
the  O  O
south-facing  O  O
elevation  O  O
(  O  O
Fig  O  O
.  O  O

34  O  O
,  O  O
pl  O  O
.  O  O

8  O  O
)  O  O
.  O  O

Few  O  O
fittings  B-ART  B-ART
survived  O  O
and  O  O
the  O  O
layout  O  O
of  O  O
openings  O  O
provided  O  O
few  O  O
clues  O  O
regarding  O  O
the  O  O
original  O  O
purpose  O  O
or  O  O
subsequent  O  O
uses  O  O
of  O  O
Structure  B-CON  O
3  O  O
.  O  O

All  O  O
floors  B-CON  O
had  O  O
been  O  O
concreted  B-MAT  O
,  O  O
leaving  O  O
stone  B-MAT  O
setts  B-ART  O
within  O  O
a  O  O
doorway  B-CON  B-CON
through  O  O
the  O  O
south-facing  O  O
elevation  O  O
of  O  O
the  O  O
north/south  O  O
range  O  O
as  O  O
the  O  O
only  O  O
evidence  O  O
of  O  O
earlier  O  O
surfaces  B-CON  O
.  O  O

No  O  O
evidence  O  O
of  O  O
the  O  O
cited  O  O
use  O  O
as  O  O
an  O  O
electricity  O  O
sub-station  O  O
in  O  O
192830  O  O
were  O  O
apparent  O  O
.  O  O

Indeed  O  O
,  O  O
without  O  O
prior  O  O
knowledge  O  O
and  O  O
the  O  O
presence  O  O
of  O  O
pallets  O  O
of  O  O
material  O  O
elsewhere  O  O
it  O  O
would  O  O
not  O  O
have  O  O
been  O  O
obvious  O  O
that  O  O
the  O  O
building  B-CON  O
and  O  O
yards  B-CON  O
had  O  O
been  O  O
used  O  O
as  O  O
a  O  O
builder  O  O
's  O  O
yard  O  O
in  O  O
1981  B-PER  O
and  O  O
immediately  O  O
prior  O  O
to  O  O
recording  O  O
.  O  O

However  O  O
,  O  O
in  O  O
the  O  O
eastern  O  O
room  O  O
of  O  O
the  O  O
north/south  O  O
range  O  O
the  O  O
walls  B-CON  B-CON
had  O  O
been  O  O
rendered  O  O
to  O  O
a  O  O
height  O  O
of  O  O
c.  O  O
1.30m  O  O
(  O  O
c.4ft  O  O
4ins  O  O
)  O  O
,  O  O
possibly  O  O
indicating  O  O
the  O  O
former  O  O
presence  O  O
of  O  O
stalls  O  O
for  O  O
animals  O  O
,  O  O
the  O  O
render  O  O
providing  O  O
a  O  O
smooth  O  O
surface  O  O
for  O  O
them  O  O
to  O  O
rub  O  O
against  O  O
.  O  O

Unfortunately  O  O
,  O  O
no  O  O
definitive  O  O
evidence  O  O
of  O  O
stall  O  O
divisions  O  O
was  O  O
recorded  O  O
,  O  O
but  O  O
if  O  O
Structure  B-CON  O
3  O  O
was  O  O
originally  O  O
built  O  O
for  O  O
housing  O  O
livestock  O  O
such  O  O
as  O  O
horses  B-SPE  O
or  O  O
cattle  B-SPE  O
the  O  O
upper  O  O
storey  O  O
with  O  O
its  O  O
openings  O  O
could  O  O
have  O  O
functioned  O  O
as  O  O
a  O  O
hay  B-SPE  O
and  O  O
feed  O  O
loft  O  O
.  O  O

Cartographic  O  O
evidence  O  O
