Word  actual_tag  prediction
.  O  O

4.4  O  O
Documentation  O  O
4.4.1  O  O
Little  O  O
has  O  O
been  O  O
previously  O  O
documented  O  O
regarding  O  O
the  O  O
archaeological  O  O
resource  O  O
of  O  O
the  O  O
site  O  O
or  O  O
surrounding  O  O
area  O  O
.  O  O

The  O  O
Environmental  O  O
Assessment  O  O
(  O  O
URL  O  O
1994  B-PER  B-PER
)  O  O
identified  O  O
ridge  B-CON  B-CON
and  I-CON  I-CON
furrow  I-CON  I-CON
earthworks  B-CON  I-CON
and  O  O
associated  O  O
field  B-CON  B-CON
boundaries  I-CON  I-CON
that  O  O
may  O  O
represent  O  O
the  O  O
remnants  O  O
of  O  O
a  O  O
medieval  B-PER  B-PER
field  O  B-CON
system  O  I-CON
,  O  O
located  O  O
to  O  O
the  O  O
south  O  O
of  O  O
Little  B-LOC  B-LOC
Stock  I-LOC  I-LOC
Farm  I-LOC  I-LOC
cottage  I-LOC  O
(  O  O
itself  O  O
dated  O  O
as  O  O
16th  B-PER  B-PER
or  I-PER  I-PER
17th  I-PER  I-PER
century  I-PER  I-PER
in  O  O
origin  O  O
)  O  O
and  O  O
west  O  O
of  O  O
the  O  O
evaluation  O  O
area  O  O
.  O  O

4.5  O  O
Group  O  O
Value  O  O
4.5.1  O  O
As  O  O
a  O  O
collection  O  O
of  O  O
features  O  O
and/or  O  O
deposits  O  O
that  O  O
represent  O  O
perhaps  O  O
at  O  O
least  O  O
3,500  O  O
years  O  O
of  O  O
human  O  O
activity  O  O
at  O  O
the  O  O
site  O  O
,  O  O
albeit  O  O
not  O  O
as  O  O
a  O  O
continuous  O  O
presence  O  O
,  O  O
it  O  O
may  O  O
be  O  O
valid  O  O
to  O  O
suggest  O  O
that  O  O
the  O  O
remains  O  O
do  O  O
possess  O  O
some  O  O
significance  O  O
as  O  O
a  O  O
group  O  O
.  O  O

However  O  O
,  O  O
given  O  O
the  O  O
relative  O  O
absence  O  O
of  O  O
supplementary  O  O
data  O  O
regarding  O  O
the  O  O
archaeological  O  O
development  O  O
of  O  O
the  O  O
wider  O  O
area  O  O
,  O  O
insufficient  O  O
evidence  O  O
exists  O  O
to  O  O
place  O  O
these  O  O
results  O  O
into  O  O
a  O  O
wider  O  O
landscape  O  O
to  O  O
enhance  O  O
that  O  O
group  O  O
value  O  O
.  O  O

The  O  O
subsoil  O  O
will  O  O
serve  O  O
to  O  O
protect  O  O
some  O  O
of  O  O
these  O  O
features  O  O
from  O  O
present-day  B-PER  O
ploughing  O  O
,  O  O
although  O  O
it  O  O
is  O  O
very  O  O
likely  O  O
that  O  O
all  O  O
have  O  O
suffered  O  O
varying  O  O
degrees  O  O
of  O  O
truncation  O  O
in  O  O
the  O  O
past  O  O
.  O  O

4.7  O  O
Fragility/  O  O
Vulnerability  O  O
4.7.1  O  O
The  O  O
concentration  O  O
of  O  O
archaeological  O  O
remains  O  O
at  O  O
the  O  O
east  O  O
end  O  O
of  O  O
Plot  O  O
2  O  O
are  O  O
already  O  O
sealed  O  O
by  O  O
a  O  O
colluvial  O  O
deposit  O  O
below  O  O
topsoil  O  O
(  O  O
with  O  O
the  O  O
exception  O  O
of  O  O
a  O  O
large  O  O
post-medieval  B-PER  B-PER
ditch  B-CON  B-CON
)  O  O
,  O  O
and  O  O
are  O  O
therefore  O  O
protected  O  O
from  O  O
further  O  O
truncation  O  O
through  O  O
ploughing  O  O
to  O  O
a  O  O
normal  O  O
depth  O  O
.  O  O

Elsewhere  O  O
,  O  O
the  O  O
overlying  O  O
mantle  O  O
of  O  O
colluvial  O  O
deposits  O  O
is  O  O
either  O  O
very  O  O
thin  O  O
,  O  O
or  O  O
absent  O  O
,  O  O
and  O  O
it  O  O
is  O  O
therefore  O  O
possible  O  O
that  O  O
these  O  O
features  O  O
may  O  O
be  O  O
gradually  O  O
truncated  O  O
through  O  O
further  O  O
ploughing  O  O
,  O  O
as  O  O
ploughed  O  O
material  O  O
moves  O  O
downslope  O  O
.  O  O

All  O  O
features  O  O
will  O  O
be  O  O
impacted  O  O
by  O  O
the  O  O
construction  O  O
of  O  O
the  O  O
CTRL  O  O
.  O  O

4.8  O  O
Diversity  O  O
4.8.1  O  O
The  O  O
remains  O  O
recorded  O  O
during  O  O
the  O  O
course  O  O
of  O  O
the  O  O
evaluation  O  O
combine  O  O
to  O  O
represent  O  O
a  O  O
relatively  O  O
diverse  O  O
range  O  O
of  O  O
activities/functions/events  O  O
etc  O  O
.  O  O

These  O  O
include  O  O
both  O  O
settlement  O  O
enclosure  O  O
ditches  B-CON  O
and  O  O
field  B-CON  O
boundaries  I-CON  O
and  O  O
features  O  O
traditionally  O  O
associated  O  O
with  O  O
settlement  O  O
such  O  O
as  O  O
pits  B-CON  B-CON
,  O  O
post-holes  B-CON  B-CON
,  O  O
stake-holes  B-CON  O
and  O  O
a  O  O
hearth  B-CON  O
.  O  O

In  O  O
addition  O  O
,  O  O
relatively  O  O
substantial  O  O
structural  O  O
remains  O  O
and  O  O
stone-lined  O  O
drains  O  O
have  O  O
also  O  O
been  O  O
revealed  O  O
,  O  O
as  O  O
well  O  O
as  O  O
colluvial  O  O
deposits  O  O
that  O  O
presumably  O  O
indicate  O  O
intensification  O  O
of  O  O
land-use  O  O
associated  O  O
with  O  O
these  O  O
remains  O  O
.  O  O

4.9  O  O
Potential  O  O
Structural  O  O
4.9.1  O  O
The  O  O
archaeological  O  O
features  O  O
recorded  O  O
offer  O  O
a  O  O
considerable  O  O
potential  O  O
for  O  O
contributing  O  O
to  O  O
the  O  O
understanding  O  O
of  O  O
the  O  O
nature  O  O
of  O  O
Late  B-PER  B-PER
Bronze  I-PER  I-PER
Age  I-PER  I-PER
,  O  O
Late  B-PER  B-PER
Iron  I-PER  I-PER
Age  I-PER  I-PER
and  O  O
medieval  B-PER  B-PER
/  O  O
post-medieval  B-PER  B-PER
settlement  O  O
and  O  O
agricultural  O  O
activity  O  O
in  O  O
the  O  O
area  O  O
.  O  O

The  O  O
evaluation  O  O
results  O  O
as  O  O
they  O  O
stand  O  O
are  O  O
limited  O  O
by  O  O
few  O  O
stratigraphic  O  O
relationships  O  O
to  O  O
clearly  O  O
define  O  O
phases  O  O
of  O  O
activity  O  O
,  O  O
residual  O  O
and/or  O  O
intrusive  O  O
dating  O  O
evidence  O  O
in  O  O
most  O  O
features  O  O
examined  O  O
,  O  O
and  O  O
a  O  O
feature  O  O
ground  O  O
plan  O  O
that  O  O
is  O  O
too  O  O
restricted  O  O
to  O  O
determine  O  O
phases  O  O
using  O  O
distinctive  O  O
morphologies  O  O
(  O  O
i.e  O  O
.  O  O

roundhouses  B-CON  O
,  O  O
ladder  B-CON  O
enclosures  I-CON  O
,  O  O
sheepfolds  B-CON  O
etc  O  O
.  O  O
)  O  O
.  O  O

Artefactual  O  O
4.9.2  O  O
The  O  O
small  O  O
prehistoric  B-PER  B-PER
pottery  B-ART  B-ART
and  O  O
flint  B-ART  B-ART
assemblage  O  O
is  O  O
useful  O  O
as  O  O
an  O  O
indicator  O  O
of  O  O
activity  O  O
in  O  O
the  O  O
Late  B-PER  B-PER
Bronze  I-PER  I-PER
Age  I-PER  I-PER
and  O  O
latest  B-PER  O
pre-Roman  I-PER  B-PER
Iron  I-PER  I-PER
Age  I-PER  I-PER
,  O  O
but  O  O
is  O  O
otherwise  O  O
of  O  O
limited  O  O
significance  O  O
,  O  O
and  O  O
there  O  O
is  O  O
little  O  O
potential  O  O
for  O  O
further  O  O
analysis  O  O
.  O  O

The  O  O
same  O  O
applies  O  O
to  O  O
the  O  O
small  O  O
quantity  O  O
of  O  O
medieval  B-PER  B-PER
pottery  B-ART  B-ART
and  O  O
possible  O  O
medieval  B-PER  B-PER
tile  B-ART  B-ART
.  O  O

Samples  O  O
from  O  O
Late  B-PER  B-PER
Bronze  I-PER  I-PER
Age  I-PER  I-PER
features  O  O
have  O  O
produced  O  O
grain  B-SPE  O
,  O  O
peas  B-SPE  B-SPE
/  O  O
beans  B-SPE  B-SPE
,  O  O
chaff  B-ART  B-ART
and  O  O
weed  B-SPE  O
seeds  B-ART  B-ART
and  O  O
have  O  O
the  O  O
potential  O  O
to  O  O
provide  O  O
information  O  O
about  O  O
the  O  O
nature  O  O
of  O  O
the  O  O
changing  O  O
local  O  O
resources  O  O
,  O  O
farming  O  O
economy  O  O
,  O  O
crop-processing  O  O
practices  O  O
and  O  O
the  O  O
function  O  O
of  O  O
some  O  O
features  O  O
.  O  O

The  O  O
range  O  O
of  O  O
items  O  O
listed  O  O
above  O  O
is  O  O
high  O  O
and  O  O
the  O  O
presence  O  O
of  O  O
peas  B-SPE  O
/  O  O
beans  B-SPE  O
as  O  O
early  O  O
as  O  O
the  O  O
Late  B-PER  B-PER
Bronze  I-PER  I-PER
Age  I-PER  I-PER
is  O  O
relatively  O  O
unusual  O  O
.  O  O

4.9.4  O  O
Charcoal  B-ART  B-CON
is  O  O
less  O  O
ubiquitous  O  O
,  O  O
being  O  O
generally  O  O
present  O  O
only  O  O
in  O  O
prehistoric  B-PER  B-PER
(  O  O
i.e  O  O
.  O  O

Late  B-PER  B-PER
Bronze  I-PER  I-PER
Age  I-PER  I-PER
and  O  O
Late  B-PER  B-PER
Iron  I-PER  I-PER
Age  I-PER  I-PER
)  O  O
contexts  O  O
,  O  O
and  O  O
the  O  O
potential  O  O
therefore  O  O
remains  O  O
to  O  O
identify  O  O
the  O  O
nature  O  O
of  O  O
local  O  O
woodland  O  O
resources  O  O
and  O  O
whether  O  O
selectivity  O  O
for  O  O
fuel  O  O
sources  O  O
was  O  O
practised  O  O
.  O  O

Although  O  O
not  O  O
specifically  O  O
sampled  O  O
for  O  O
,  O  O
the  O  O
presence  O  O
of  O  O
land  O  O
snail  O  O
in  O  O
the  O  O
bulk  O  O
samples  O  O
indicates  O  O
their  O  O
preservation  O  O
occurs  O  O
on  O  O
deposits  O  O
derived  O  O
from  O  O
the  O  O
local  O  O
geology  O  O
.  O  O

4.10  O  O
Discussion  O  O
4.10.1  O  O
The  O  O
evaluation  O  O
has  O  O
revealed  O  O
a  O  O
significant  O  O
number  O  O
of  O  O
archaeological  O  O
features  O  O
grouped  O  O
together  O  O
on  O  O
the  O  O
south-east  O  O
brow  O  O
of  O  O
a  O  O
slight  O  O
promontory  O  O
overlooking  O  O
the  O  O
East  O  O
Stour  O  O
River  O  O
valley  O  O
to  O  O
the  O  O
south  O  O
,  O  O
and  O  O
in  O  O
particular  O  O
within  O  O
one  O  O
trench  O  O
(  O  O
trench  O  O
3627TT  O  O
)  O  O
.  O  O

4.10.2  O  O
Dating  O  O
evidence  O  O
suggests  O  O
that  O  O
these  O  O
features  O  O
represent  O  O
both  O  O
Late  B-PER  B-PER
Bronze  I-PER  I-PER
Age  I-PER  I-PER
and  O  O
Late  B-PER  B-PER
Iron  I-PER  I-PER
Age  I-PER  I-PER
settlement  O  O
activity  O  O
,  O  O
although  O  O
the  O  O
possible  O  O
presence  O  O
of  O  O
residual  O  O
and  O  O
intrusive  O  O
material  O  O
can  O  O
not  O  O
be  O  O
completely  O  O
discounted  O  O
.  O  O

Both  O  O
phases  O  O
appear  O  O
to  O  O
focus  O  O
on  O  O
subrectangular  O  O
(  O  O
?  O  O
)  O  O
enclosures  O  O
located  O  O
at  O  O
the  O  O
east  O  O
end  O  O
of  O  O
the  O  O
evaluation  O  O
area  O  O
,  O  O
with  O  O
the  O  O
centre  O  O
for  O  O
later  B-PER  B-PER
medieval  I-PER  I-PER
and/or  O  O
post-medieval  B-PER  B-PER
activity  O  O
apparently  O  O
shifted  O  O
slightly  O  O
to  O  O
the  O  O
west  O  O
of  O  O
the  O  O
earlier  O  O
enclosures  O  O
.  O  O

4.10.3  O  O
Colluvial  O  O
deposits  O  O
recorded  O  O
at  O  O
the  O  O
site  O  O
,  O  O
although  O  O
extensive  O  O
,  O  O
were  O  O
generally  O  O
thin  O  O
and  O  O
probably  O  O
of  O  O
post-medieval  B-PER  B-PER
origin  O  O
.  O  O

The  O  O
deeper  O  O
profiles  O  O
,  O  O
recorded  O  O
within  O  O
the  O  O
coombe  O  O
crossing  O  O
the  O  O
central  O  O
portion  O  O
of  O  O
the  O  O
site  O  O
,  O  O
produced  O  O
evidence  O  O
to  O  O
suggest  O  O
phases  O  O
of  O  O
deposition  O  O
broadly  O  O
contemporaneous  O  O
with  O  O
the  O  O
prehistoric  B-PER  B-PER
and  O  O
later  O  O
activity  O  O
represented  O  O
by  O  O
features  O  O
elsewhere  O  O
.  O  O

It  O  O
is  O  O
possible  O  O
that  O  O
some  O  O
of  O  O
the  O  O
worked  O  B-ART
flint  B-ART  I-ART
recovered  O  O
from  O  O
the  O  O
very  O  O
base  O  O
of  O  O
the  O  O
colluvial  O  O
sequence  O  O
may  O  O
be  O  O
Mesolithic  B-PER  B-PER
or  O  O
Early  B-PER  B-PER
Neolithic  I-PER  I-PER
in  O  O
origin  O  O
.  O  O

190  O  O
May  O  O
2003  B-PER  B-PER
(  O  O
c  O  O
)  O  O
The  O  O
Heritage  O  O
Network  O  O
Ltd  O  O
12  B-LOC  O
ROYSTON  I-LOC  O
ROAD  I-LOC  O
,  I-LOC  O
BALDOCK  I-LOC  O
,  I-LOC  O
HERTS  I-LOC  O
.  O  O

Archaeological  O  O
Monitoring  O  O
Report  O  O
Contents  O  O
Summary  O  O
......................................................................................................................................  O  O

Illustrations  O  O
were  O  O
prepared  O  O
by  O  O
Chris  O  O
Turner  O  O
and  O  O
Karin  O  O
Semmelmann  O  O
,  O  O
and  O  O
the  O  O
report  O  O
was  O  O
edited  O  O
by  O  O
David  O  O
Hillelson  O  O
.  O  O

The  O  O
Heritage  O  O
Network  O  O
would  O  O
like  O  O
to  O  O
express  O  O
its  O  O
thanks  O  O
to  O  O
Dr  O  O
Andy  O  O
Richmond  O  O
,  O  O
Phoenix  O  O
Consulting  O  O
;  O  O
Lafarge  O  O
Aggregates  O  O
Ltd  O  O
;  O  O
and  O  O
Martin  O  O
Oake  O  O
,  O  O
Bedfordshire  B-LOC  B-LOC
County  O  O
Council  O  O
,  O  O
for  O  O
their  O  O
co-operation  O  O
and  O  O
assistance  O  O
in  O  O
the  O  O
execution  O  O
of  O  O
this  O  O
project  O  O
.  O  O

A  O  O
number  O  O
of  O  O
known  O  O
cropmarks  O  O
have  O  O
been  O  O
recorded  O  O
crossing  O  O
the  O  O
site  O  O
.  O  O

In  O  O
the  O  O
course  O  O
of  O  O
the  O  O
present  O  O
works  O  O
,  O  O
five  O  O
linear  B-CON  O
features  O  O
were  O  O
observed  O  O
,  O  O
although  O  O
none  O  O
of  O  O
these  O  O
provided  O  O
any  O  O
dateable  O  O
evidence  O  O
.  O  O

Three  O  O
ditches  B-CON  B-CON
appear  O  O
to  O  O
represent  O  O
a  O  O
trackway  B-CON  O
running  O  O
NW-SE  O  O
across  O  O
the  O  O
study  O  O
area  O  O
.  O  O

A  O  O
further  O  O
ditch  B-CON  B-CON
on  O  O
a  O  O
parallel  O  O
alignment  O  O
to  O  O
the  O  O
trackway  B-CON  O
and  O  O
95m  O  O
to  O  O
the  O  O
southeast  O  O
,  O  O
may  O  O
represent  O  O
a  O  O
contemporary  O  O
field  O  O
boundary  O  O
.  O  O

The  O  O
fifth  O  O
linear  B-CON  O
is  O  O
probably  O  O
modern  B-PER  B-PER
.  O  O

There  O  O
was  O  O
no  O  O
evidence  O  O
of  O  O
any  O  O
settlement  O  O
inside  O  O
the  O  O
limits  O  O
of  O  O
the  O  O
present  O  O
site  O  O
.  O  O

Archaeological  O  O
Monitoring  O  O
Report  O  O
1  O  O
Introduction  O  O
1.1  O  O
This  O  O
report  O  O
was  O  O
prepared  O  O
at  O  O
the  O  O
request  O  O
of  O  O
Phoenix  O  O
Consulting  O  O
Ltd  O  O
,  O  O
acting  O  O
on  O  O
behalf  O  O
of  O  O
Lafarge  O  O
Aggregates  O  O
Ltd  O  O
,  O  O
as  O  O
part  O  O
of  O  O
a  O  O
programme  O  O
of  O  O
archaeological  O  O
monitoring  O  O
and  O  O
recording  O  O
at  O  O
Sandy  B-LOC  O
Heath  I-LOC  O
Quarry  I-LOC  O
,  I-LOC  O
Sandy  I-LOC  O
,  I-LOC  O
Bedfordshire  I-LOC  B-LOC
.  O  O

1.2  O  O
The  O  O
scope  O  O
of  O  O
the  O  O
works  O  O
has  O  O
been  O  O
defined  O  O
in  O  O
a  O  O
written  O  O
scheme  O  O
of  O  O
investigation  O  O
prepared  O  O
by  O  O
Phoenix  O  O
Consultancy  O  O
Ltd.  O  O
(  O  O
Ref  O  O
.  O  O

PC  O  O
175B  O  O
)  O  O
and  O  O
approved  O  O
by  O  O
the  O  O
Bedfordshire  B-LOC  B-LOC
County  O  O
Archaeology  O  O
Officer  O  O
on  O  O
behalf  O  O
of  O  O
the  O  O
minerals  O  O
planning  O  O
authority  O  O
.  O  O

1.3  O  O
The  O  O
site  O  O
covers  O  O
approximately  O  O
7.7  O  O
ha  O  O
and  O  O
is  O  O
located  O  O
to  O  O
the  O  O
east  O  O
of  O  O
the  O  O
River  B-LOC  O
Ivel  I-LOC  O
on  O  O
the  O  O
summit  O  O
of  O  O
a  O  O
sand  O  O
plateau  O  O
,  O  O
centred  O  O
on  O  O
OS  O  O
grid  O  O
reference  O  O
TL  O  O
200  O  O
495  O  O
.  O  O

To  O  O
the  O  O
south  O  O
runs  O  O
the  O  O
valley  O  O
of  O  O
a  O  O
tributary  O  O
of  O  O
the  O  O
Ivel  O  O
,  O  O
which  O  O
is  O  O
itself  O  O
a  O  O
tributary  O  O
of  O  O
the  O  O
Great  B-LOC  O
Ouse  I-LOC  O
.  O  O

The  O  O
site  O  O
lies  O  O
on  O  O
open  O  O
heath  O  O
land  O  O
,  O  O
which  O  O
has  O  O
been  O  O
used  O  O
for  O  O
arable  O  O
farming  O  O
,  O  O
and  O  O
some  O  O
parts  O  O
have  O  O
been  O  O
used  O  O
for  O  O
conifer  O  O
plantation  O  O
and  O  O
tree  O  O
nurseries  O  O
.  O  O

The  O  O
study  O  O
area  O  O
lies  O  O
between  O  O
the  O  O
55  O  O
and  O  O
65mAOD  O  O
.  O  O

An  O  O
escarpment  O  O
around  O  O
the  O  O
edge  O  O
of  O  O
the  O  O
sand  O  O
plateau  O  O
lies  O  O
approximately  O  O
1  O  O
km  O  O
to  O  O
the  O  O
north  O  O
.  O  O

1.4  O  O
The  O  O
proposed  O  O
works  O  O
consist  O  O
of  O  O
an  O  O
extension  O  O
of  O  O
an  O  O
existing  O  O
sand  O  O
quarry  O  O
located  O  O
immediately  O  O
to  O  O
the  O  O
north  O  O
.  O  O

No  O  O
known  O  O
archaeological  O  O
sites  O  O
lie  O  O
within  O  O
the  O  O
limits  O  O
of  O  O
the  O  O
study  O  O
area  O  O
.  O  O

However  O  O
,  O  O
a  O  O
series  O  O
of  O  O
cropmarks  O  O
,  O  O
coupled  O  O
with  O  O
the  O  O
results  O  O
of  O  O
fieldwalking  O  O
and  O  O
trial  O  O
trenching  O  O
suggest  O  O
that  O  O
there  O  O
may  O  O
be  O  O
limited  O  O
potential  O  O
for  O  O
Prehistoric  B-PER  B-PER
,  O  O
Iron  B-PER  B-PER
Age  I-PER  I-PER
or  O  O
Romano-British  B-PER  O
archaeological  O  O
finds  O  O
.  O  O

Archaeological  O  O
Monitoring  O  O
Report  O  O
2  O  O
Site  O  O
Background  O  O
GEO-TECHNICAL  O  O
2.1  O  O
The  O  O
geology  O  O
of  O  O
the  O  O
area  O  O
consists  O  O
of  O  O
Lower  O  O
Greensand  O  O
(  O  O
British  O  O
Geological  O  O
Survey  O  O
,  O  O
1:50,000  O  O
series  O  O
:  O  O
sheet  O  O
204  O  O
)  O  O
.  O  O

Boreholes  O  O
drilled  O  O
for  O  O
a  O  O
geotechnical  O  O
survey  O  O
of  O  O
the  O  O
site  O  O
recorded  O  O
topsoil  O  O
overlying  O  O
sand  O  O
(  O  O
degraded  O  O
ironstone  O  O
)  O  O
above  O  O
Oxford  B-LOC  B-LOC
Clay  O  O
.  O  O

2.2  O  O
The  O  O
outcrop  O  O
of  O  O
greensand  O  O
coincides  O  O
with  O  O
a  O  O
change  O  O
in  O  O
altitude  O  O
and  O  O
topography  O  O
.  O  O

The  O  O
river  O  O
Ivel  O  O
valley  O  O
to  O  O
the  O  O
west  O  O
contains  O  O
gravels  O  O
,  O  O
which  O  O
,  O  O
in  O  O
areas  O  O
adjacent  O  O
to  O  O
the  O  O
river  O  O
,  O  O
are  O  O
covered  O  O
by  O  O
alluvium  O  O
.  O  O

Elsewhere  O  O
,  O  O
away  O  O
from  O  O
the  O  O
watercourses  O  O
,  O  O
the  O  O
greensand  O  O
is  O  O
surrounded  O  O
by  O  O
clay  O  O
:  O  O
Oxford  B-LOC  B-LOC
clay  O  O
to  O  O
the  O  O
west  O  O
and  O  O
boulder  O  O
clay  O  O
to  O  O
the  O  O
east  O  O
.  O  O

2.3  O  O
The  O  O
soils  O  O
within  O  O
the  O  O
site  O  O
are  O  O
classified  O  O
as  O  O
part  O  O
of  O  O
the  O  O
Frilford  B-LOC  B-LOC
Series  O  I-LOC
.  O  O

These  O  O
are  O  O
generally  O  O
described  O  O
as  O  O
sandy  O  O
,  O  O
brown  O  O
soils  O  O
,  O  O
well  O  O
drained  O  O
,  O  O
but  O  O
likely  O  O
to  O  O
be  O  O
affected  O  O
by  O  O
summer  O  O
droughts  O  O
and  O  O
suffer  O  O
erosion  O  O
where  O  O
set  O  O
on  O  O
sloping  O  O
ground  O  O
.  O  O

PREVIOUS  O  O
WORK  O  O
2.4  O  O
Aerial  O  O
photography  O  O
revealed  O  O
a  O  O
series  O  O
of  O  O
cropmarks  O  O
across  O  O
the  O  O
present  O  O
site  O  O
extending  O  O
into  O  O
adjacent  O  O
areas  O  O
(  O  O
Palmer  O  O
,  O  O
1996  B-PER  B-PER
)  O  O
.  O  O

These  O  O
features  O  O
appear  O  O
to  O  O
indicate  O  O
rectangular  O  O
enclosures  B-CON  O
and  O  O
trackways  B-CON  O
on  O  O
the  O  O
heath  O  O
.  O  O

Although  O  O
some  O  O
of  O  O
these  O  O
may  O  O
be  O  O
the  O  O
result  O  O
of  O  O
20th  B-PER  B-PER
century  I-PER  I-PER
military  O  O
activities  O  O
,  O  O
others  O  O
suggest  O  O
Romano-British  B-PER  O
farmsteads  O  O
.  O  O

Some  O  O
of  O  O
these  O  O
anomalies  O  O
may  O  O
have  O  O
geological  O  O
origins  O  O
.  O  O

2.5  O  O
The  O  O
results  O  O
of  O  O
geophysical  O  O
survey  O  O
were  O  O
inconclusive  O  O
;  O  O
magnetometry  O  O
and  O  O
resistivity  O  O
surveys  O  O
did  O  O
not  O  O
detect  O  O
any  O  O
clear  O  O
archaeological  O  O
anomalies  O  O
.  O  O

2.6  O  O
Fieldwalking  O  O
survey  O  O
produced  O  O
worked  O  B-ART
flint  B-ART  I-ART
dating  O  O
from  O  O
the  O  O
Mesolithic  B-PER  B-PER
to  O  O
the  O  O
early  B-PER  B-PER
Bronze  I-PER  I-PER
Age  I-PER  I-PER
.  O  O

However  O  O
,  O  O
the  O  O
amount  O  O
of  O  O
this  O  O
material  O  O
collected  O  O
was  O  O
relatively  O  O
small  O  O
,  O  O
and  O  O
concentrated  O  O
outside  O  O
the  O  O
present  O  O
site  O  O
limits  O  O
.  O  O

The  O  O
fieldwalking  O  O
also  O  O
demonstrated  O  O
that  O  O
the  O  O
area  O  O
had  O  O
been  O  O
subjected  O  O
to  O  O
manuring  O  O
with  O  O
Medieval  B-PER  B-PER
and  O  O
Post  B-PER  B-PER
Medieval  I-PER  I-PER
material  O  O
during  O  O
the  O  O
19th  B-PER  B-PER
century  I-PER  I-PER
.  O  O

No  O  O
finds  O  O
relating  O  O
to  O  O
the  O  O
Iron  B-PER  B-PER
Age  I-PER  I-PER
,  O  O
Romano-British  B-PER  B-PER
or  O  O
Saxon  B-PER  B-PER
periods  O  O
were  O  O
recovered  O  O
from  O  O
the  O  O
site  O  O
.  O  O

2.7  O  O
In  O  O
total  O  O
,  O  O
a  O  O
programme  O  O
of  O  O
26  O  O
trial  O  O
trenches  O  O
were  O  O
excavated  O  O
over  O  O
the  O  O
heath  O  O
.  O  O

Only  O  O
7  O  O
of  O  O
these  O  O
were  O  O
inside  O  O
the  O  O
limits  O  O
of  O  O
the  O  O
present  O  O
site  O  O
.  O  O

No  O  O
significant  O  O
archaeological  O  O
features  O  O
were  O  O
encountered  O  O
in  O  O
these  O  O
trenches  O  O
,  O  O
although  O  O
a  O  O
linear  B-CON  O
feature  O  O
was  O  O
observed  O  O
in  O  O
trench  O  O
20  O  O
.  O  O

No  O  O
conclusive  O  O
dating  O  O
evidence  O  O
was  O  O
recovered  O  O
,  O  O
however  O  O
,  O  O
which  O  O
suggests  O  O
that  O  O
it  O  O
related  O  O
to  O  O
the  O  O
use  O  O
of  O  O
the  O  O
site  O  O
as  O  O
a  O  O
training  O  O
ground  O  O
during  O  O
World  B-PER  O
War  I-PER  O
II  I-PER  O
.  O  O

Archaeological  O  O
Monitoring  O  O
Report  O  O
3  O  O
Fieldwork  O  O
METHODOLOGY  O  O
3.1  O  O
All  O  O
work  O  O
was  O  O
carried  O  O
out  O  O
in  O  O
accordance  O  O
with  O  O
the  O  O
approved  O  O
written  O  O
scheme  O  O
of  O  O
investigation  O  O
,  O  O
and  O  O
in  O  O
consultation  O  O
with  O  O
Phoenix  O  O
Consulting  O  O
,  O  O
Lafarge  O  O
Aggregates  O  O
Ltd  O  O
and  O  O
the  O  O
Bedfordshire  B-LOC  B-LOC
County  O  O
Archaeological  O  O
Officer  O  O
.  O  O

3.2  O  O
An  O  O
intermittent  O  O
watching  O  O
brief  O  O
was  O  O
carried  O  O
out  O  O
,  O  O
with  O  O
the  O  O
frequency  O  O
of  O  O
visits  O  O
being  O  O
dictated  O  O
by  O  O
the  O  O
pace  O  O
of  O  O
the  O  O
topsoil  O  O
stripping  O  O
.  O  O

3.3  O  O
Topsoil  O  O
was  O  O
removed  O  O
using  O  O
either  O  O
box  O  O
scrapers  O  B-ART
or  O  O
a  O  O
tracked  O  O
360o  O  O
machine  O  O
fitted  O  O
with  O  O
a  O  O
toothless  O  O
bucket  O  O
.  O  O

In  O  O
order  O  O
to  O  O
maximise  O  O
the  O  O
visibility  O  O
of  O  O
potential  O  O
archaeological  O  O
features  O  O
,  O  O
vehicles  O  O
were  O  O
restricted  O  O
from  O  O
running  O  O
across  O  O
areas  O  O
until  O  O
they  O  O
had  O  O
been  O  O
inspected  O  O
,  O  O
and  O  O
areas  O  O
were  O  O
allowed  O  O
to  O  O
weather  O  O
for  O  O
a  O  O
couple  O  O
of  O  O
days  O  O
before  O  O
being  O  O
released  O  O
.  O  O

3.4  O  O
In  O  O
addition  O  O
,  O  O
areas  O  O
that  O  O
did  O  O
not  O  O
provide  O  O
a  O  O
reasonable  O  O
level  O  O
of  O  O
visibility  O  O
,  O  O
due  O  O
to  O  O
factors  O  O
such  O  O
as  O  O
weather  O  O
,  O  O
were  O  O
recleaned  O  O
before  O  O
they  O  O
were  O  O
released  O  O
.  O  O

3.5  O  O
All  O  O
potential  O  O
archaeological  O  O
features  O  O
encountered  O  O
were  O  O
hand  O  O
excavated  O  O
and  O  O
recorded  O  O
according  O  O
to  O  O
current  O  O
professional  O  O
standards  O  O
,  O  O
by  O  O
written  O  O
,  O  O
drawn  O  O
and  O  O
photographic  O  O
methods  O  O
.  O  O

RESULTS  O  O
3.6  O  O
Over  O  O
the  O  O
course  O  O
of  O  O
the  O  O
watching  O  O
brief  O  O
30  O  O
contexts  O  O
were  O  O
recorded  O  O
,  O  O
representing  O  O
5  O  O
