uri,scheme,concept1,concept2,concept3,concept4,concept5,concept6,concept7,altLabel1,altLabel2,altLabel3,altLabel4,hiddenLabel@nl,type,scopeNote@nl,https://data.cultureelerfgoed.nl/vocab/id/rce#hasCode,https://data.cultureelerfgoed.nl/vocab/id/rce#hasReference,https://data.cultureelerfgoed.nl/vocab/id/rce#hasSourceId,https://data.cultureelerfgoed.nl/vocab/id/rce#hasSpecification,https://data.cultureelerfgoed.nl/vocab/id/rn#hasCorrelate,https://data.cultureelerfgoed.nl/vocab/id/rn#hasSpecificAbrCode
https://data.cultureelerfgoed.nl/term/id/rn/d2c94a4f-3131-445b-9172-904b08511563,,,,Roessen-kom,,,,,,,,,,,"Vorm van Rössen-aardewerk met een bolvormige bodem en een sterk wijdmondig bovendeel en naar buiten gebogen rand. Het profiel is matig S-vormig. Duitse term Rössen-Schüssel. De afwezigheid van een standvoet of standring, is karakteristiek voor Rössen-kommen. Daarnaast zijn kommen veelal versierd met Winkelbänder (zigzag patronen) en Halszwickel en/of Bauchzwickel en daarnaast voorzien van randversiering in de vorm van Randkerbung en binnenrandversiering bestaande uit zigzag spatelindrukken.",ROSKOM,Oude Rengerink 1991. Jürgens 1979.,abr.artefact.1796,,,
https://data.cultureelerfgoed.nl/term/id/rn/b1e9b736-ff96-4c6e-bfb9-b639783c4c96,,,,Terra rubra kom,,,,,Terra rubra schaal,,,,,,,TRKOM,,abr.artefact.2362,,,
https://data.cultureelerfgoed.nl/term/id/rn/1956c3ba-d77b-4ce0-947d-eeea1bf20d1a,,,,,Holwerda 84,,,,Terra rubra schaal - Holwerda 84,,,,,,,HBW84,,abr.artefact.2364,,,
https://data.cultureelerfgoed.nl/term/id/rn/65208ead-07df-4a67-a251-69df90b6ed91,,,,,Holwerda 82,,,,Terra rubra schaal - Holwerda 82,,,,,,,HBW82,,abr.artefact.2363,,,
https://data.cultureelerfgoed.nl/term/id/rn/38b1e07a-cd17-4431-88a2-c10ce618a84e,,,,steengoed geglazuurd:kom,,,,,steengoed geglazuurd:schaal,,,,,,,STGLKOM,,abr.artefact.2171,,,
https://data.cultureelerfgoed.nl/term/id/rn/5326d8ff-a4ee-430f-805d-4ef842de5834,,,,Hazendonk-kom,,,,,Hazendonk-schaal,,,,,,"Kom of schaal van Hazendonk-aardewerk met een vlakke of ronde bodem, in veel gevallen uitgeknepen gevormd.",HAZKOM,,abr.artefact.0849,,,
https://data.cultureelerfgoed.nl/term/id/rn/fc3f8aa0-739c-4816-a7a2-64189018c67e,,,,,Hazendonk-kom - rechte wand met schouder,,,,Hazendonk-schaal - rechte wand met schouder,,,,,,Vorm van de wand binnen het handgevormd aardewerk. De wand is recht en voorzien van een knik op de breedste buikomvang (dit wordt een schouder genoemd).,RECHTSCH,,abr.artefact.0851,,,
https://data.cultureelerfgoed.nl/term/id/rn/e1f625fd-eede-426f-93ff-15e8ec85eb90,,,,,Hazendonk-kom - carinatie,,,,Hazendonk-schaal - carinatie,,,,,,"Synoniem met de term kraaghals. Halsvorm waarbij de overgang tussen de schouder en de hals sterk geprononceerd is. Het profiel van de hals loopt enigszins concaaf. Komt voornamelijk voor bij Hazendonk-aardewerk, Michelsberg-aardewerk, en de Carinated Bowls in Groot Brittannië.",CARINATI,,abr.artefact.0850,,,
https://data.cultureelerfgoed.nl/term/id/rn/46534a31-2bd0-463d-8117-b72219f5c1f9,,,,,Hazendonk-kom - S-profiel,,,,Hazendonk-schaal - S-profiel,,,,,,,S-PROF,,abr.artefact.0853,,,
https://data.cultureelerfgoed.nl/term/id/rn/45813b60-8fa1-47d4-86de-7b15c593f301,,,,,Hazendonk-kom - rechte wand en verdikte rand,,,,Hazendonk-schaal - rechte wand en verdikte rand,,,,,,"Vorm van de wand binnen het handgevormd aardewerk. De wand is recht en voorzien van een rand, welke verdikt is.",RECHTWND,,abr.artefact.0852,,,
https://data.cultureelerfgoed.nl/term/id/rn/d72145af-a888-449e-b2fe-ab9fa1850e44,,,,Isings 3,,,,,schaal - Isings 3:ribkom,ribkom,,,,,,IS3,,abr.artefact.1162,,,
https://data.cultureelerfgoed.nl/term/id/rn/380e984d-fb1f-4d71-957c-7f7d1407e745,,,,Belgisch grijs kom,,,,,Belgisch grijs:schaal,,,,,,,BGRSKOM,,abr.artefact.0215,,,
https://data.cultureelerfgoed.nl/term/id/rn/a4b0a09f-1579-4b31-bd9b-49d492bd5a7c,,,,,Holwerda 131,,,,Belgisch grijs:schaal - Holwerda 131,,,,,,,HOL131,,abr.artefact.0216,,,
https://data.cultureelerfgoed.nl/term/id/rn/6c3d568f-4c57-4d6a-a79b-5901a29781de,,,,,Stuart 210,,,,Belgisch grijs:schaal - Stuart 210/Brunsting 5,Brunsting 5,,,,,,ST210,,abr.artefact.0222,,,
https://data.cultureelerfgoed.nl/term/id/rn/fc3d201a-20f7-4eef-ab24-204023d92c51,,,,,Stuart 210,,,,ruwwandige schaal - Stuart 210/Brunsting 5,Brunsting 5,,,,,,ST210,,abr.artefact.1834,,,
https://data.cultureelerfgoed.nl/term/id/rn/e7f113eb-b80b-45ca-8dbb-61018290f3d2,,,,,Holwerda 147,,,,Belgisch grijs:schaal - Holwerda 147,,,,,,,HOL147,,abr.artefact.0221,,,
https://data.cultureelerfgoed.nl/term/id/rn/98c0b137-b6bf-40b3-b709-42bddfeca06d,,,,,Holwerda 135,,,,Belgisch grijs:schaal - Holwerda 135,,,,,,,HOL135,,abr.artefact.0219,,,
https://data.cultureelerfgoed.nl/term/id/rn/15d4b67b-d5bd-4fee-af2b-3ebaa058ffd6,,,,,Holwerda 134,,,,Belgisch grijs:schaal - Holwerda 134,,,,,,,HOL134,,abr.artefact.0218,,,
https://data.cultureelerfgoed.nl/term/id/rn/7eaf9a19-e929-4b80-8266-8e8fe2e5fd3f,,,,,Holwerda 133,,,,Belgisch grijs:schaal - Holwerda 133,,,,,,,HOL133,,abr.artefact.0217,,,
https://data.cultureelerfgoed.nl/term/id/rn/ec3bf7c5-e50a-4cdb-8f87-be734bb3f38c,,,,,Holwerda 136,,,,Belgisch grijs:schaal - Holwerda 136,,,,,,,HOL136,,abr.artefact.0220,,,
https://data.cultureelerfgoed.nl/term/id/rn/e8cd7206-b5c7-41d3-ad3d-93f262829ae3,,,,kom - tazza/drinkschaal op voet:kottman taz1,,,,,schaal - tazza/drinkschaal op voet:kottman taz1,,,,,,,TAZZA,,abr.artefact.1168,,,
https://data.cultureelerfgoed.nl/term/id/rn/617b433c-7d3b-4670-b6fd-9453cd2491d1,,,,Terra nigra kom,,,,,Terra nigra schaal,,,,,,,TNKOM,,abr.artefact.2252,,,
https://data.cultureelerfgoed.nl/term/id/rn/b3520c72-bbb8-44a5-98bc-b4ad9164c12a,,,,,Gellep 131,,,,voetschaal,Chenet 342,,,,,,GEL131,,abr.artefact.2253,,,
https://data.cultureelerfgoed.nl/term/id/rn/ea7161d9-82f6-4c7d-9249-9640feec8eec,,,,,Holwerda 83,,,,Terra nigra schaal - Holwerda 83,,,,,,,HBW83,,abr.artefact.2260,,,
https://data.cultureelerfgoed.nl/term/id/rn/dd75fd42-b90c-43c1-9fa6-cca3f2fa3597,,,,,Holwerda 55,,,,Terra nigra schaal - Holwerda 55,,,,,,,HBW55,,abr.artefact.2258,,,
https://data.cultureelerfgoed.nl/term/id/rn/2ea4c14c-8dec-46cc-b6fc-94b27f9e768f,,,,,Holwerda 54,,,,Terra nigra schaal - Holwerda 54,,,,,,,HBW54,,abr.artefact.2257,,,
https://data.cultureelerfgoed.nl/term/id/rn/375148a1-10d0-4bf8-b2d7-77cc47a21ef7,,,,,Pirling 273,,,,Terra Nigra schaal - Pirling 273,,,,,,,,,9011,,,
https://data.cultureelerfgoed.nl/term/id/rn/6f99ec59-9592-4ca2-ad98-86156d063d8c,,,,,Holwerda 86,,,,Terra nigra schaal - Holwerda 86:kraagkom,kraagkom,,,,,,HBW86,,abr.artefact.2261,,,
https://data.cultureelerfgoed.nl/term/id/rn/4787b281-2be9-4b6b-adc9-7c499502d1db,,,,,Holwerda 82,,,,Terra nigra schaal - Holwerda 82,,,,,,,HBW82,,abr.artefact.2259,,,
https://data.cultureelerfgoed.nl/term/id/rn/753a92bb-bc33-44e0-b23a-1233f55a962a,,,,,Gellep 131a,,,,"Terra nigra schaal - Gellep 131a:voetschaal, klein",,,,,,,GEL131A,,abr.artefact.2254,,,
https://data.cultureelerfgoed.nl/term/id/rn/c0170676-2148-4aa0-8c45-dc12c904ab1f,,,,,Holwerda 52,,,,Terra nigra schaal - Holwerda 52,,,,,,,HBW52,,abr.artefact.2256,,,
https://data.cultureelerfgoed.nl/term/id/rn/c5cd2afa-0fab-43b1-9ce7-40185e9cafd2,,,,,Gellep 131b,,,,"Terra nigra schaal - Gellep 131b:voetschaal, groot",,,,,,,GEL131B,,abr.artefact.2255,,,
https://data.cultureelerfgoed.nl/term/id/rn/02c787ba-5173-400e-a10c-04d5731bee31,,,,Trier F2,,,,,schaal - Trier F2/Wijster VIA:steilwandige nap,Wijster VIA,,,,,,TRIF2,,abr.artefact.1179,,,
https://data.cultureelerfgoed.nl/term/id/rn/1444787e-5d77-48e9-a931-3b7bf4008ad1,,,,Pingsdorf geelwitbakkend kom,,,,,Pingsdorf geelwitbakkend:schaal,,,,,,,PINGKOM,,abr.artefact.1566,,,
https://data.cultureelerfgoed.nl/term/id/rn/479c408b-389a-4e8c-9b55-e3ad972681e9,,,,Andenne kom,,,,,Andenne:schaal,,,,,,,ANDKOM,,abr.artefact.0075,,,
https://data.cultureelerfgoed.nl/term/id/rn/2922d4d2-e335-4a47-88bb-28cbfd91d9b9,,,,geelwitbakkend handgevormd kom,,,,,geelwitbakkend handgevormd:schaal,,,,,,,GWHKOM,,abr.artefact.0759,,,
https://data.cultureelerfgoed.nl/term/id/rn/add9f8ad-2284-4511-8275-0c5bc795c0cd,,,,,geelwitbakkend handgevormd:kom - Zuidlimburgs,,,,geelwitbakkend handgevormd:schaal - Zuidlimburgs,,,,,,Zuidlimburgs is een alternatieve naam voor geelwit aardewerk met velfdecoratie uit de productiecentra Brunssum en Schimveld.,ZUIDLIM,,abr.artefact.0760,,,
https://data.cultureelerfgoed.nl/term/id/rn/f53923cf-1040-4df9-a59a-1bfa0a1b5692,,,,Isings 1,,,,,schaal - Isings 1,,,,,,,IS1,,abr.artefact.1156,,,
https://data.cultureelerfgoed.nl/term/id/rn/fee6348d-93e0-44e0-a008-a82fb376004c,,,,TRB-halskom,,,,,,,,,,,Kom van Trechterbeker-aardewerk met een duidelijk geprononceerde aangezette hals.,TRBHKOM,Bakker 1979.,abr.artefact.2323,,,
https://data.cultureelerfgoed.nl/term/id/rn/dc07c8b6-62f8-472c-9218-d5e3280fbfe9,,,,,Brindley horizon 7,,,,,,,,,,"Grote amforen en grote emmers, halskommen en schalen komen voor. Decoratie is schaars, maar wanneer aanwezig voornamelijk bestaand uit onderbroken stafbanden en korte indrukken met diepsteekversiering.",BRINDL7,Brindley 1986,abr.artefact.2325,,,
https://data.cultureelerfgoed.nl/term/id/rn/2f4915d3-91ab-45de-b09c-57c29857b596,,,,,Brindley horizon 6,,,,,,,,,,"Amforen, emmers, halskommen, schalen, kraaghalsflesjes en trechterbeker-cups komen voor. Decoratie bestaat voornamelijk uit diepsteekversiering op de nek van het aardewerk.",BRINDL6,Brindley 1986,abr.artefact.2324,,,
https://data.cultureelerfgoed.nl/term/id/rn/97bbf944-98c2-4a4c-ba0e-9a164072c02b,,,,kom,,,,,schaal,,,,,,,WITKOM,,abr.artefact.2591,,,
https://data.cultureelerfgoed.nl/term/id/rn/8708f8a7-0b1d-418d-ba4b-5bca2254bd10,,,,,Weser,,,,schaal - Weser,,,,,,,WESER,,abr.artefact.2594,,,
https://data.cultureelerfgoed.nl/term/id/rn/2a058af7-9a53-4c19-8e5f-ee83f54b6f08,,,,,industrieel wit,,,,schaal - industrieel wit,,,,,,,INDUSTR,,abr.artefact.2592,,,
https://data.cultureelerfgoed.nl/term/id/rn/cf2dcb18-ef04-4e2b-88d3-73a3d77d4253,,,,,Saintonge,,,,schaal - Saintonge,,,,,,,SAINTONG,,abr.artefact.2593,,,
https://data.cultureelerfgoed.nl/term/id/rn/fadd81fd-aaf2-4150-8739-a29b79b48119,,,,KB-kom,,,,,KB-schaal,,,,,,Kom of schaal van Klokbeker-aardewerk.,KBKOM,Van Der Waals/Glasbergen 1956.,abr.artefact.1004,,,
https://data.cultureelerfgoed.nl/term/id/rn/c8266449-b3d6-4df5-989e-e5782698cebc,,,,,KB-kom - epimaritiem,,,,KB-schaal - epimaritiem,,,,,,Verzamelterm voor alle types kommen/schalen van Klokbeker-aardewerk welke niet tot de maritieme noch tot de Veluwe-types behoren.,EPIMARIT,,abr.artefact.1005,,,
https://data.cultureelerfgoed.nl/term/id/rn/a7658f13-7ada-4277-9302-f1e3effdd870,,,,Majolica kom,,,,,Majolica:schaal,,,,,,,MAJKOM,,abr.artefact.1325,,,
https://data.cultureelerfgoed.nl/term/id/rn/d05f1bf8-2d4b-416f-ab40-8e45549351cd,,,,,Majolica:kom - mediterraan,,,,Majolica:schaal - mediterraan,,,,,,,MEDITERR,,abr.artefact.1326,,,
https://data.cultureelerfgoed.nl/term/id/rn/e0a42c1f-cce6-42a7-8235-aa835246ab8a,,,,,Majolica:kom - Noordnederlands,,,,Majolica:schaal - Noordnederlands,,,,,,,NOORDNED,,abr.artefact.1327,,,
https://data.cultureelerfgoed.nl/term/id/rn/cdcf7ca0-2a2f-4977-b766-2db4ac707e49,,,,,Majolica:kom - Zuidnederlands,,,,Majolica:schaal - Zuidnederlands,,,,,,,ZUIDNED,,abr.artefact.1328,,,
https://data.cultureelerfgoed.nl/term/id/rn/f42b294e-f5dc-4ab0-ac99-adf7166b81ea,,,,Vindonissa 139,,,,,ribkom,Vindonissa 140,,,,,,VI139140,,abr.artefact.1180,,,
https://data.cultureelerfgoed.nl/term/id/rn/db4a2a82-c2c9-4463-99fe-302200b6597c,,,,Limburg-aardewerk kom,,,,,Limburg-aardewerk:schaal,,,,,,"Schaal van Limburg-aardewerk, met een ronde bodem, soms met twee hengsels en een enigszins gesloten hals.",LIMBKOM,"Modderman 1981; Brounen et al 2010; White 1985, fig 18.",abr.artefact.1299,,,
https://data.cultureelerfgoed.nl/term/id/rn/abc359fb-5bb7-406d-89cb-d0083c0ab057,,,,grijsbakkend handgevormd kom,,,,,grijsbakkend handgevormd:schaal,,,,,,,GRSHKOM,,abr.artefact.0746,,,
https://data.cultureelerfgoed.nl/term/id/rn/f7dae156-2c9a-4439-b8fe-dabbc3b26d2c,,,,schaal,,,,,,,,,,,,,,8083,,,
https://data.cultureelerfgoed.nl/term/id/rn/af0aac0d-9cb2-45cc-a937-00a8376bd2a2,,,,,Ruinen-Wommels I schaal,,,,,,,,,,,,,8143,,,
https://data.cultureelerfgoed.nl/term/id/rn/fbd38244-7ffe-4cd2-9c0d-f51b53354ec3,,,,,1-ledig lage vorm - lappenschaal,,,,lappenschaal,,,,,,"Schaal van handgevormd aardewerk, bestaand uit een slechts matig gewelfde vierhoekige kelk op een lage standvoet. Veelal zijn lappenschalen van Kalenderbergversiering voorzien. Daterend in de Late Bronstijd en IJzertijd.",LAPPENS,"Verhoef 2010. Freidin 1982, 156-158.",abr.artefact.1628,,,
https://data.cultureelerfgoed.nl/term/id/rn/23ff1b8e-65d1-4ad5-9d62-9cbbfdf79509,,,,,Michelsberg-schaal,,,,,,,,,,Vorm van Michelsberg-aardewerk met een ronde of vlakke bodem en een korte gecarineerde hals of uitgeknepen rand die wijdmondig is. Deze vorm van Michelsberg-aardewerk is soms voorzien van versieringen in de vorm van knobbeloren.,MKSCHAAL,"Scollar 1959, 55-56, fig 1.2a-2c. Lüning 1967: Schüssel, Gattung 5.",abr.artefact.1390,,,
https://data.cultureelerfgoed.nl/term/id/rn/ce950e4f-0cfe-4941-84cb-3de8117d6442,,,,,Vlaardingen-kom,,,,Vlaardingen-schaal,,,,,,Kom of schaal van Vlaardingen-aardewerk. Heeft een 1-ledig profiel en een vlakke of afgeronde bodem. Zie kom/schaal algemeen.,VLKOM,Glasbergen et al 1967,abr.artefact.2495,,,
https://data.cultureelerfgoed.nl/term/id/rn/0cd43ba7-8e32-4207-bb96-8f47242e3a31,,,,,Roessen-schaal,,,,,,,,,,Vorm van Rössen-aardewerk met een vlakke bodem en een schuin opstaand profiel zonder S-vorm. Duitse term Rössen-Schale. Een Rössen-schaal wordt gekenmerkt door een standvoet of standring.,ROSSCHL,Oude Rengerink 1991. Jürgens 1979.,abr.artefact.1797,,,
https://data.cultureelerfgoed.nl/term/id/rn/40ce648b-bb93-49eb-9ed2-039f7e4ca812,,,,,voetschaal,,,,,,,,,,,,,8516,,,
https://data.cultureelerfgoed.nl/term/id/rn/6cb5b9b8-34d7-4469-bcbe-45627e1b439c,,,,,,KB-kom,,,KB-schaal,Veluwse voetjesschaal,,,,,Schaal van Klokbeker-aardewerk met dezelfde versieringsmotieven als de Veluwse klokbeker (dus zonecontractie met verticale versiering aangebracht tussen de zones). Kenmerkend voor de voetjesschaal is de aanwezigheid van 4 of 5 voetjes.,VELUWSVS,Van Der Waals/Glasbergen 1956.,abr.artefact.1007,,,
https://data.cultureelerfgoed.nl/term/id/rn/4340c238-56ce-4668-92f1-ba43fd25fbcb,,,,,,SVB-kom,,,SVB-schaal,,,,,,Schaal van Standvoetbeker-aardewerk. Veelal onversierd.,SVBKOM,,abr.artefact.2214,,,
https://data.cultureelerfgoed.nl/term/id/rn/18142593-27ee-4e17-b6d4-d90b1872f2cb,,,,,,KB-kom - voetschaal,,,KB-schaal - voetschaal,,,,,,Schaal van Klokbeker-aardewerk waaronder voetjes zijn aangebracht.,VOETSCHL,Van Der Waals/Glasbergen 1956.,abr.artefact.1008,,,
https://data.cultureelerfgoed.nl/term/id/rn/47c94564-d841-48df-a7bd-682e74ba2c87,,,,,,Wijster ID:voetschaal,,,Wijster ID:voetschaal,,,,,,,WIJID,,abr.artefact.1181,,,
https://data.cultureelerfgoed.nl/term/id/rn/9560bf26-618c-4a7d-bd0e-020a7e64eed1,,,,,,SVB-kom - voetschaal,,,SVB-schaal - voetschaal,,,,,,Schaal van Standvoetbeker-aardewerk welke is voorzien van voetjes. Veelal onversierd.,VOETSCHL,,abr.artefact.2215,,,
https://data.cultureelerfgoed.nl/term/id/rn/7de6121d-d769-46a8-ad08-81ce6b241182,,,,,1-ledig lage vorm - parasolschaal,,,,parasolschaal,,,,,,"Schaal van handgevormd aardewerk, specifieke vorm van een lappenschaal, waarbij de rand sterk geplooid is met halfronde uitsparingen (de vorm lijkt enigszins op een parasol).",PARASOL,"Mariën 1970 Groupe IV, 108-112. Freidin 1982, 156-158.",abr.artefact.1629,,,
https://data.cultureelerfgoed.nl/term/id/rn/f8b63f8b-c7d7-41dd-ab89-94e79e959040,,,,,1-ledig lage vorm - schaal met haakrand,,,,,,,,,,"Type handgevormd aardewerk, waarbij de schaal een lage, 1-ledige, vorm heeft en voorzien is van een rand die aan de binnenkant getrapt en deels verdikt is.",HAAKRAND,"Van Den Broeke 1985, 75",abr.artefact.1624,,,
https://data.cultureelerfgoed.nl/term/id/rn/1dc3fb87-3496-4522-b8f6-fb06e75ad402,,,,LBK-kom,,,,,LBK-schaal,,,,,,"Vorm binnen het LBK-aardewerk, waarbij de bodem rond is en het profiel laag, 1-ledig en wijd openstaand is.",LBKKOM,,abr.artefact.1273,,,
https://data.cultureelerfgoed.nl/term/id/rn/f845ec19-0b2c-457c-8551-6933d79f2420,,,,,Modderman AII,,,,LBK-schaal - versiering:Modderman AII,,,,,,,MODAII,,abr.artefact.1275,,,
https://data.cultureelerfgoed.nl/term/id/rn/224893ea-b282-478b-a188-25b4e8c9a665,,,,,Modderman DIII,,,,LBK-schaal - versiering:Modderman DIII,,,,,,,MODDIII,,abr.artefact.1284,,,
https://data.cultureelerfgoed.nl/term/id/rn/9afb283d-eed1-4179-a979-fe064860da76,,,,,Modderman EIII,,,,LBK-schaal - versiering:Modderman EIII,,,,,,,MODEIII,,abr.artefact.1287,,,
https://data.cultureelerfgoed.nl/term/id/rn/3d37ff46-e332-44af-9b37-3ec3198bc874,,,,,Modderman DI,,,,LBK-schaal - versiering:Modderman DI,,,,,,,MODDI,,abr.artefact.1282,,,
https://data.cultureelerfgoed.nl/term/id/rn/7c9f83d0-4312-41cc-b2c7-5822f61bbe82,,,,,Modderman BI,,,,LBK-schaal - versiering:Modderman BI,,,,,,,MODBI,,abr.artefact.1277,,,
https://data.cultureelerfgoed.nl/term/id/rn/90362adb-a147-41b6-bbeb-f434e83ce14f,,,,,Modderman DII,,,,LBK-schaal - versiering:Modderman DII,,,,,,,MODDII,,abr.artefact.1283,,,
https://data.cultureelerfgoed.nl/term/id/rn/f57530c0-57b6-4466-ab59-28f60e9bda2e,,,,,Modderman FIII,,,,LBK-schaal - versiering:Modderman FIII,,,,,,,MODFIII,,abr.artefact.1290,,,
https://data.cultureelerfgoed.nl/term/id/rn/10784bb7-c704-43c6-a46e-987d7f311085,,,,,Modderman EII,,,,LBK-schaal - versiering:Modderman EII,,,,,,,MODEII,,abr.artefact.1286,,,
https://data.cultureelerfgoed.nl/term/id/rn/d780996d-4e4e-4f87-a125-e8671a796fdb,,,,,Modderman FI,,,,LBK-schaal - versiering:Modderman FI,,,,,,,MODFI,,abr.artefact.1288,,,
https://data.cultureelerfgoed.nl/term/id/rn/22ade092-0921-475b-b7fd-de83f6c5a42d,,,,,Modderman FII,,,,LBK-schaal - versiering:Modderman FII,,,,,,,MODFII,,abr.artefact.1289,,,
https://data.cultureelerfgoed.nl/term/id/rn/d47b8efb-724d-498e-b633-2f667781579c,,,,,Modderman BIII,,,,LBK-schaal - versiering:Modderman BIII,,,,,,,MODBIII,,abr.artefact.1279,,,
https://data.cultureelerfgoed.nl/term/id/rn/33d90bba-0d3b-4f25-a39f-b7ceb3096f38,,,,,Modderman EI,,,,LBK-schaal - versiering:Modderman EI,,,,,,,MODEI,,abr.artefact.1285,,,
https://data.cultureelerfgoed.nl/term/id/rn/278bc866-e395-4329-8236-6ef2c18ce2b6,,,,,Modderman CI,,,,LBK-schaal - versiering:Modderman CI,,,,,,,MODCI,,abr.artefact.1280,,,
https://data.cultureelerfgoed.nl/term/id/rn/223e14ed-88b9-4261-99d6-8331480dffd4,,,,,Modderman AIII,,,,LBK-schaal - versiering:Modderman AIII,,,,,,,MODAIII,,abr.artefact.1276,,,
https://data.cultureelerfgoed.nl/term/id/rn/8a5bad0b-49a8-4623-9c85-5c8f3643bb26,,,,,LBK-kom - ruwwandig,,,,LBK-schaal - ruwwandig,,,,,,,RUWWAND,,abr.artefact.1291,,,
https://data.cultureelerfgoed.nl/term/id/rn/52c298ad-8198-46ec-b17a-f3552d4b6416,,,,,Modderman CII,,,,LBK-schaal - versiering:Modderman CII,,,,,,,MODCII,,abr.artefact.1281,,,
https://data.cultureelerfgoed.nl/term/id/rn/29a130e1-2d7d-4668-a7dc-aa716389ff7e,,,,,Modderman AI,,,,LBK-schaal - versiering:Modderman AI,,,,,,,MODAI,,abr.artefact.1274,,,
https://data.cultureelerfgoed.nl/term/id/rn/079e0c23-1269-4f65-9bbb-32940d0ab4cd,,,,,Modderman BII,,,,LBK-schaal - versiering:Modderman BII,,,,,,,MODBII,,abr.artefact.1278,,,
https://data.cultureelerfgoed.nl/term/id/rn/cd38d322-cd61-4ff8-8ae3-6cbd91827ace,,,,Porselein kom,,,,,porselein:schaal,,,,,,,PORKOM,,abr.artefact.1590,,,
https://data.cultureelerfgoed.nl/term/id/rn/d1835c0d-957f-44b0-8d3b-19c5b7dac4ba,,,cilinder,,,,,,,,,,CILINDER,,"Vorm van handgevormd aardewerk met een steile (enigszins toe- of afnemende) wand, vlakke bodem, versiering op de rand en gemagerd met plantaardig materiaal. Cilinders kunnen in kustaardewerk en in lokaal aardewerk voorkomen en zijn mogelijk gebruikt voor diverse activiteiten (zoutproductie en ijzerproductie worden genoemd). Van Den Broeke 1985, 91-97.",CILINDER,"Van Den Broeke 1985, 91-97.",abr.artefact.0362,,,CILINDER
https://data.cultureelerfgoed.nl/term/id/rn/3447c967-55c1-4e9d-b0c3-32aca784bd26,,,,Van de Broeke type A,,,,,LBK-kom - versiering:,,,,CILINDER.VDBROEKA,,"Vorm van kustaardewerk. Cilinders van het type A hebben een vlakke bodem, steile (en soms S-vormige of conische) wand en golfversiering op de rand. Cilinders van type A komen voor in de Romeinse Tijd en zijn geproduceerd in het kustgebied (aanwezigheid van kustdiatomeeën is vastgesteld).",CILINDER.VDBROEKA,"Van Den Broeke 1985, 91-97.",abr.artefact.0363,,,VDBROEKA
https://data.cultureelerfgoed.nl/term/id/rn/e42a5507-8bd9-47a1-ba8e-ec4e34b043fb,,,,Van de Broeke type B,,,,,,,,,CILINDER.VDBROEKB,,"Vorm van handgevormd aardewerk. Cilinders van het type B hebben een vlakke bodem, steile wand en grove versiering van duimindrukken op de rand. Cilinders van type B komen voor in de Romeinse Tijd en zijn lokaal geproduceerd (waarschijnlijk geen kustdiatomeeën aanwezig). Daarnaast bestaat de magering soms uit, naast plantaardig materiaal, grind en steengruis.",CILINDER.VDBROEKB,"Van Den Broeke 1985, 91-97.",abr.artefact.0364,,,VDBROEKB
https://data.cultureelerfgoed.nl/term/id/rn/f282e775-5e04-4ef6-b844-0e28a8dd3eed,,,vijzel,,,,,,,,,,VIJZEL,,Ook wel mortier. Ruwweg kom- of bekervormig vaatwerk uit doorgaans hard materiaal (soms ook hout) waarin met behulp van een stamper organische en minerale stoffen werden vermalen/geplet en gemengd.,VIJZEL,,abr.artefact.2471,,,VIJZEL
https://data.cultureelerfgoed.nl/term/id/rn/cd4e8745-f45c-44a2-91ff-15119b86f52f,,,trechter,,,,,,,,,,TRECHTER,,"Een trechter is een taps toelopende open aardewerkvorm met aan het uiteinde een gat, al dan niet met een cilindervormige uitgiet. Trechters komen niet alleen voor in aardewerk, maar ook in metaal, plastic en andere moderne materialen. Trechters komen voor vanaf ROM.",TRECHTER,,abr.artefact.2360,,,TRECHTER
https://data.cultureelerfgoed.nl/term/id/rn/01067166-1c90-499c-b201-1d685b5ecdd1,,,,Isings 74,,,,,,,,,TRECHTER.IS74,,,TRECHTER.IS74,,abr.artefact.2361,,,IS74
https://data.cultureelerfgoed.nl/term/id/rn/7ae766ac-60ad-4650-8f16-de60ab3f15fd,,,deksel,,,,,,,,,,DEKSEL,,"Een deksel is in feite een omgekeerde bordvorm zonder standwerk, maar met additieven als een oor, knop of greep en is bedoeld om open of halfopen vormen af te sluiten. Deksels zijn meestal van aardewerk, maar kunnen ook van andere materialen, zoals hout of been zijn, en komen voor vanaf NEOVA tot in de Nieuwe tijd.",DEKSEL,,abr.artefact.0380,,,DEKSEL
https://data.cultureelerfgoed.nl/term/id/rn/ee221657-3127-4fb6-a84b-f22d722bd3d5,,,,Fayence deksel,,,,,,,,,FAYDEKSL,,,FAYDEKSL,,abr.artefact.0465,,,FAYDEKSL
https://data.cultureelerfgoed.nl/term/id/rn/eb116fc9-b02d-4479-aa9f-e91f927ed2dd,,,,deksel,,,,,,,,,WITDEKSL,,,WITDEKSL,,abr.artefact.2581,,,WITDEKSL
https://data.cultureelerfgoed.nl/term/id/rn/793ab729-5d11-4794-99e3-6114458cbb50,,,,,Weser,,,,,,,,WITDEKSL.WESER,,,WITDEKSL.WESER,,abr.artefact.2582,,,WESER
https://data.cultureelerfgoed.nl/term/id/rn/6345ccb8-0428-43ae-a235-50c0d421807d,,,,Isings 66b,,,,,,,,,DEKSEL.IS66B,,,DEKSEL.IS66B,,abr.artefact.0382,,,IS66B
